classification	reason	file	line	column	value	context	decision	replacement
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	40	164	Dynamic	"* We discussed values like ""Preemptible"" (confusing), ""Interruptible"" (not a pricing model), ""Market-Based"", ""Variable"", and ""Dynamic"". Ultimately, we agreed on ""Dynamic""."	apply_repo_review	`Dynamic`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	41	35	Dynamic	"* Then we questioned whether it ""Dynamic"" would be clear enough to practitioners who are looking for spot usage."	apply_repo_review	`Dynamic`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	43	79	spot	"* We brought PricingModel back into discussion and had the same issues with ""spot"" being clearly understood as ""Dynamic"" so we decided to focus on other columns first."	apply_repo_review	`spot`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	43	114	Dynamic	"* We brought PricingModel back into discussion and had the same issues with ""spot"" being clearly understood as ""Dynamic"" so we decided to focus on other columns first."	apply_repo_review	`Dynamic`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	45	63	Dynamic	"* We agreed to add PricingModel as-is (with spot showing as ""Dynamic"")."	apply_repo_review	`Dynamic`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	50	69	Fixed	"* There was a poll with all members to determine if we should merge ""Fixed"" and ""On-Demand"" pricing options since they sounded near identical."	apply_repo_review	`Fixed`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	50	81	On-Demand	"* There was a poll with all members to determine if we should merge ""Fixed"" and ""On-Demand"" pricing options since they sounded near identical."	apply_repo_review	`On-Demand`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	52	89	On-Demand	"* This was also discussed in the weekly member meeting, where people questioned using ""On-Demand"" for things that don't have a ""pricing"" model."	apply_repo_review	`On-Demand`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	55	36	Other	"* The group also asked to add an ""Other"" option to account for any new pricing model that may come up in the future."	apply_repo_review	`Other`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	62	61	On-Demand	"* As part of these discussions, we also discussed whether ""On-Demand"" was the right term."	apply_repo_review	`On-Demand`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	63	20	Standard	"* We discussed ""Standard"" as a replacement, but agreed ""On-Demand"" is more common and clear for the pricing model of pricing that is based on the published price for the billing account. (Note: Tiered pricing (aka volume-based discounts) are also predetermined and published, so they are also ""On-Demand"" by our definition.)"	apply_repo_review	`Standard`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	63	60	On-Demand	"* We discussed ""Standard"" as a replacement, but agreed ""On-Demand"" is more common and clear for the pricing model of pricing that is based on the published price for the billing account. (Note: Tiered pricing (aka volume-based discounts) are also predetermined and published, so they are also ""On-Demand"" by our definition.)"	apply_repo_review	`On-Demand`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	63	298	On-Demand	"* We discussed ""Standard"" as a replacement, but agreed ""On-Demand"" is more common and clear for the pricing model of pricing that is based on the published price for the billing account. (Note: Tiered pricing (aka volume-based discounts) are also predetermined and published, so they are also ""On-Demand"" by our definition.)"	apply_repo_review	`On-Demand`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	64	15	Standard	"* We felt ""Standard"" was more clear as a differentiator from ""Tiered"" pricing. Another alternative was ""Flat Rate""."	apply_repo_review	`Standard`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	64	66	Tiered	"* We felt ""Standard"" was more clear as a differentiator from ""Tiered"" pricing. Another alternative was ""Flat Rate""."	apply_repo_review	`Tiered`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	64	108	Flat Rate	"* We felt ""Standard"" was more clear as a differentiator from ""Tiered"" pricing. Another alternative was ""Flat Rate""."	apply_repo_review	`Flat Rate`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	65	38	Commitment-Based	"* We also discussed whether to use ""Commitment-Based"" or ""Discounted""."	apply_repo_review	`Commitment-Based`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	65	60	Discounted	"* We also discussed whether to use ""Commitment-Based"" or ""Discounted""."	apply_repo_review	`Discounted`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	66	17	Discounted	"* If we use ""Discounted"", then any future discounting strategy could get rolled into a single column without the need to change values."	apply_repo_review	`Discounted`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	69	73	Discounted	"* We also didn't have any other clear examples that would fall into ""Discounted"" pricing that would be meaningfully grouped together in a way that practitioners would want to see together and not distinguished separately from their committed costs."	apply_repo_review	`Discounted`
exclude_key	Property/key notation	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	70	32	Dynamic	"* We also discussed the term ""Dynamic"" and whether it was clear enough."	apply_repo_review	`Dynamic`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	71	39	spot	"* During this, we discovered that ""spot"" is not a marketing term and is in fact a pricing construct for an always-changing price that a good or service can be immediately sold at."	apply_repo_review	`spot`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	72	30	Dynamic	"* We discussed replacing ""Dynamic"" with ""Spot"", but agreed that ""Dynamic"" is more inclusive of other types of dynamic pricing models that may be introduced in the future and would likely be desirable to be grouped together."	apply_repo_review	`Dynamic`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	72	45	Spot	"* We discussed replacing ""Dynamic"" with ""Spot"", but agreed that ""Dynamic"" is more inclusive of other types of dynamic pricing models that may be introduced in the future and would likely be desirable to be grouped together."	apply_repo_review	`Spot`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	72	69	Dynamic	"* We discussed replacing ""Dynamic"" with ""Spot"", but agreed that ""Dynamic"" is more inclusive of other types of dynamic pricing models that may be introduced in the future and would likely be desirable to be grouped together."	apply_repo_review	`Dynamic`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	73	110	Other	"* Given we cannot predict all pricing models that will be introduced in the future, we decided to also add ""Other"" in each subcategory."	apply_repo_review	`Other`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	75	41	On-Demand	"* On April 3, 2024, we agreed to change ""On-Demand"" to ""Standard"" and ""Commitment-Based"" to ""Committed""."	apply_repo_review	`On-Demand`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	75	56	Standard	"* On April 3, 2024, we agreed to change ""On-Demand"" to ""Standard"" and ""Commitment-Based"" to ""Committed""."	apply_repo_review	`Standard`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	75	71	Commitment-Based	"* On April 3, 2024, we agreed to change ""On-Demand"" to ""Standard"" and ""Commitment-Based"" to ""Committed""."	apply_repo_review	`Commitment-Based`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	75	93	Committed	"* On April 3, 2024, we agreed to change ""On-Demand"" to ""Standard"" and ""Commitment-Based"" to ""Committed""."	apply_repo_review	`Committed`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/pricingcategory.md	82	112	Other	"* Consider defining an attribute that applies to all Category/Subcategory columns (e.g., must have principles, ""Other"" value)."	apply_repo_review	`Other`
value_high	Entity predicate (PricingQuantity)	supporting_content/datasets/cost_and_usage/columns/pricingquantity.md	62	72	Tax	"### Example PricingQuantity values for charges where ChargeCategory is ""Tax"""	apply_repo_review	`Tax`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/servicesubcategory.md	181	26	Other	"Each Category carries an ""Other"" Subcategory to allow the providers to provide a Category without a Subcategory.  A vote was issued via Slack on Aug 13 with the following options:"	apply_repo_review	`Other`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/servicesubcategory.md	196	62	Other	"#### Why do some of the Categories lack Subcategories beyond ""Other""?"	apply_repo_review	`Other`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/skupricedetails.md	38	180	D-series,	"* Azure refers to multiple groupings of Virtual Machine SKUs as series. [This page](https://azure.microsoft.com/en-us/pricing/details/virtual-machines/series/#d-series) refers to ""D-series,"" ""Dplds VM series,"" and ""Dpdsv5 VM series"" whereas [this page](https://learn.microsoft.com/en-us/azure/virtual-machines/sizes/general-purpose/d-family) calls these the D-family."	apply_repo_review	`D-series`,
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/skupricedetails.md	38	192	Dplds VM series,	"* Azure refers to multiple groupings of Virtual Machine SKUs as series. [This page](https://azure.microsoft.com/en-us/pricing/details/virtual-machines/series/#d-series) refers to ""D-series,"" ""Dplds VM series,"" and ""Dpdsv5 VM series"" whereas [this page](https://learn.microsoft.com/en-us/azure/virtual-machines/sizes/general-purpose/d-family) calls these the D-family."	apply_repo_review	`Dplds VM series`,
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/skupricedetails.md	38	215	Dpdsv5 VM series	"* Azure refers to multiple groupings of Virtual Machine SKUs as series. [This page](https://azure.microsoft.com/en-us/pricing/details/virtual-machines/series/#d-series) refers to ""D-series,"" ""Dplds VM series,"" and ""Dpdsv5 VM series"" whereas [this page](https://learn.microsoft.com/en-us/azure/virtual-machines/sizes/general-purpose/d-family) calls these the D-family."	apply_repo_review	`Dpdsv5 VM series`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/skupricedetails.md	40	136	Dpdsv5 VM series	"* Referencing the above examples, this approach aligns to how Azure lists the series which are part of the D-family, would match the ""Dpdsv5 VM series"" example, and generally aligns the information in the Instance Series dropdown of the [Azure Pricing Calculator](https://azure.microsoft.com/en-us/pricing/calculator/) when Virtual Machines are selected (without the appended ""-series"" and without using whitespace characters)."	apply_repo_review	`Dpdsv5 VM series`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/skupriceid.md	80	56	USD	"* **CurrencyCode** (String) - Currency code (e.g., ""USD"", ""EUR"")"	apply_repo_review	`USD`
ambiguous	No deterministic value relationship	supporting_content/datasets/cost_and_usage/columns/skupriceid.md	80	63	EUR	"* **CurrencyCode** (String) - Currency code (e.g., ""USD"", ""EUR"")"	apply_repo_review	`EUR`
